CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKPETRONET26-DEC-2024,331.0000000,333.3500000,333.3500000,325.7000000,329.3500000,329.3500000,-0.4900000,15309.0000000,9949500.0000000,6633.0000000,3262900800.0000000
FUTSTKPOLYCAB26-DEC-2024,6912.2000000,6957.9500000,7124.2500000,6874.6000000,7069.3500000,7069.3500000,2.2700000,14474.0000000,1303625.0000000,10429.0000000,9194367225.0000000
FUTSTKONGC26-DEC-2024,255.6500000,255.6500000,256.4000000,251.6000000,255.4500000,255.4500000,-0.0700000,45544.0000000,30449650.0000000,15818.0000000,7729566845.0000000
FUTSTKPVRINOX26-DEC-2024,1488.8000000,1490.0000000,1530.6500000,1472.1000000,1522.9500000,1522.9500000,2.2900000,8709.0000000,3435080.0000000,8440.0000000,5147869903.0000000
FUTSTKHEROMOTOCO28-NOV-2024,4843.6500000,4836.8000000,4897.0000000,4812.4500000,4876.1000000,4876.1000000,0.6600000,5647.0000000,1139850.0000000,7599.0000000,5541576450.0000000
FUTIDXMIDCPNIFTY30-DEC-2024,12636.5000000,12629.0000000,12715.3500000,12582.6500000,12699.4500000,12699.4500000,0.4900000,37492.0000000,363950.0000000,7279.0000000,4611326332.5000000
FUTSTKM&M26-DEC-2024,2998.7000000,3049.8500000,3080.0000000,2996.6500000,3019.4500000,3019.4500000,0.6900000,89150.0000000,7901250.0000000,45150.0000000,23933057295.0000000
FUTIDXNIFTYNXT5029-NOV-2024,69636.4000000,69525.0000000,70320.0000000,69499.9500000,70279.1000000,70279.1000000,0.9200000,701.0000000,4220.0000000,422.0000000,295511778.0000000
FUTSTKCOROMANDEL28-NOV-2024,1767.2000000,1761.6500000,1767.8000000,1747.3000000,1760.5500000,1760.5500000,-0.3700000,1000.0000000,813750.0000000,2325.0000000,1429955782.5000000
FUTSTKGUJGASLTD26-DEC-2024,476.2000000,474.0000000,476.8000000,466.0000000,475.1500000,475.1500000,-0.2200000,3867.0000000,2793750.0000000,2235.0000000,1322000250.0000000
FUTSTKFEDERALBNK28-NOV-2024,213.5800000,212.2800000,214.4300000,211.1000000,212.4300000,212.4300000,-0.5300000,2115.0000000,33705000.0000000,6741.0000000,7170807150.0000000
FUTSTKJUBLFOOD26-DEC-2024,647.7500000,649.0000000,655.9500000,645.6000000,654.8000000,654.8000000,1.0800000,10564.0000000,8100000.0000000,6480.0000000,5271323437.5000000
FUTSTKINDHOTEL28-NOV-2024,796.8500000,796.9000000,796.9500000,787.1500000,790.0000000,790.0000000,-0.8500000,3402.0000000,6820000.0000000,6820.0000000,5404695100.0000000
FUTSTKRBLBANK26-DEC-2024,158.7300000,158.7300000,160.2300000,157.3500000,159.0700000,159.0700000,0.2100000,21619.0000000,16085000.0000000,6434.0000000,2558391625.0000000
FUTSTKAPOLLOHOSP26-DEC-2024,7119.8500000,7065.3000000,7134.1000000,7011.1000000,7022.7000000,7022.7000000,-1.3600000,11670.0000000,693250.0000000,5546.0000000,4887256706.2500000
FUTSTKDABUR26-DEC-2024,528.5000000,526.9000000,530.9000000,523.5500000,529.7000000,529.7000000,0.2200000,11570.0000000,6000000.0000000,4800.0000000,3164939625.0000000
FUTSTKSYNGENE28-NOV-2024,911.0500000,914.5500000,931.0500000,908.0500000,917.4000000,917.4000000,0.6900000,1387.0000000,4341000.0000000,4341.0000000,3987582500.0000000
FUTSTKBHARTIARTL28-NOV-2024,1575.8500000,1568.5000000,1581.4500000,1555.6000000,1575.6000000,1575.6000000,-0.0100000,18788.0000000,11543450.0000000,24302.0000000,18095413752.5000000
